Product Name,Description,URL,Page Number,Cleaned Description
Preview Environments for GitHub,Ephemeral preview deployments of your app for every pull request. Just using Docker Compose. In your AWS account,https://github.com/marketplace/actions/preview-environments-for-github,26,ephemeral preview deployment app every pull request using docker compose aws account
setup-scala,"GitHub Action to install any version of Java (GraalVM, Java 8, Java 11, Java 14, ...)",https://github.com/marketplace/actions/setup-scala,26,github action install version java graalvm java java java
rust-audit-check,Run cargo audit and check for security advisories,https://github.com/marketplace/actions/rust-audit-check,26,run cargo audit check security advisory
Verify Changed files,Find files that were modified during workflow execution,https://github.com/marketplace/actions/verify-changed-files,26,find file modified workflow execution
Terraform/OpenTofu via Pull Request,"Plan and apply Terraform/OpenTofu via PR automation, using best practices for secure and scalable IaC workflows",https://github.com/marketplace/actions/terraform-opentofu-via-pull-request,26,plan apply terraformopentofu via pr automation using best practice secure scalable iac workflow
Private Action Loader,Enables private Actions to be easily reused across repositories,https://github.com/marketplace/actions/private-action-loader,26,enables private action easily reused across repository
Contribute List,Automation of contributors list in README.md,https://github.com/marketplace/actions/contribute-list,26,automation contributor list readmemd
Upload S3,Upload directory to S3,https://github.com/marketplace/actions/upload-s3,26,upload directory
Dart Analyze with Annotations,A GitHub action to run Dart analyzer with annotation support,https://github.com/marketplace/actions/dart-analyze-with-annotations,26,github action run dart analyzer annotation support
Invalidate AWS CloudFront,Invalidate CloudFront distribution paths,https://github.com/marketplace/actions/invalidate-aws-cloudfront,26,invalidate cloudfront distribution path
File Changes Action,"Creates outputs variables of files modified, added, or removed by a PR or Push",https://github.com/marketplace/actions/file-changes-action,26,creates output variable file modified added removed pr push
Run tfsec PR commenter,Runs tfsec and adds comments to the PR where checks have failed,https://github.com/marketplace/actions/run-tfsec-pr-commenter,26,run tfsec add comment pr check failed
Browser Platform Publisher,Publish your browser extension anywhere using a single action,https://github.com/marketplace/actions/browser-platform-publisher,26,publish browser extension anywhere using single action
Merge branch,A GitHub Action that manage git merge for any gitflow,https://github.com/marketplace/actions/merge-branch,26,github action manage git merge gitflow
Remote SSH Commands,Run remote ssh commands,https://github.com/marketplace/actions/remote-ssh-commands,27,run remote ssh command
Nx set SHAs,"Derives SHAs for base and head for use in nx affected commands, optionally setting them as env variables for the current job",https://github.com/marketplace/actions/nx-set-shas,27,derives shas base head use nx affected command optionally setting env variable current job
Docker Compose Action,This action runs your compose file(s) and clean up before action finished,https://github.com/marketplace/actions/docker-compose-action,27,action run compose file clean action finished
JaCoCo Report,Publishes the JaCoCo report as a comment in the Pull Request,https://github.com/marketplace/actions/jacoco-report,27,publishes jacoco report comment pull request
Hexo Action,Hexo CI/CD action for automating deployment,https://github.com/marketplace/actions/hexo-action,27,hexo cicd action automating deployment
Code Coverage Report,Comments a pull request with the code coverage,https://github.com/marketplace/actions/code-coverage-report,27,comment pull request code coverage
React Native Android Build APK,This github action automatically builds the android apk under the artifact section,https://github.com/marketplace/actions/react-native-android-build-apk,27,github action automatically build android apk artifact section
Figma Action,Export image assets from figma to GitHub,https://github.com/marketplace/actions/figma-action,27,export image asset figma github
cuda-toolkit,Installs NVIDIA CUDA Toolkit and adds it to PATH,https://github.com/marketplace/actions/cuda-toolkit,27,installs nvidia cuda toolkit add path
Frogo-Recycler-View,"Library Easy FrogoRecyclerView Based on RecyclerView, Full and Clear Documentation, Have Empty View :books:",https://github.com/marketplace/actions/frogo-recycler-view,27,library easy frogorecyclerview based recyclerview full clear documentation empty view book
Dependent Issues,Mark issues as dependent on another,https://github.com/marketplace/actions/dependent-issues,27,mark issue dependent another
Azure Functions Action,Deploy Function App to Azure Functions,https://github.com/marketplace/actions/azure-functions-action,27,deploy function app azure function
Github Action Merge Dependabot,Automatically approve and merge dependabot PRs,https://github.com/marketplace/actions/github-action-merge-dependabot,27,automatically approve merge dependabot pr
Setup Chrome,Install and setup Google Chrome and Chromium,https://github.com/marketplace/actions/setup-chrome,27,install setup google chrome chromium
awake-action,Keep your free server awake,https://github.com/marketplace/actions/awake-action,27,keep free server awake
Configure GitHub Pages,"A GitHub Action to enable Pages, extract various metadata about a site, and configure some supported static site generators",https://github.com/marketplace/actions/configure-github-pages,27,github action enable page extract various metadata site configure supported static site generator
terraform-docs-gh-actions,Generate Terraform module documentation in pull requests,https://github.com/marketplace/actions/terraform-docs-gh-actions,27,generate terraform module documentation pull request
Very Good Coverage,Enforce LCOV Coverage Thresholds,https://github.com/marketplace/actions/very-good-coverage,27,enforce lcov coverage threshold
ARM runner,Composite action to run commands within a qemu chrooted environment,https://github.com/marketplace/actions/arm-runner,27,composite action run command within qemu chrooted environment
Set up GitHub Actions caching for Turborepo,Sets up Turborepo Remote Caching to work with GitHub Actions’ built-in cache. No Vercel account access tokens needed,https://github.com/marketplace/actions/set-up-github-actions-caching-for-turborepo,27,set turborepo remote caching work github action builtin cache vercel account access token needed
PR Compliance Action,Action to check PR compliance on various aspects to improve maintainer QOL.,https://github.com/marketplace/actions/pr-compliance-action,28,action check pr compliance various aspect improve maintainer qol
hugo-obsidian,simple GitHub action to parse Markdown Links into a .yaml file for Hugo,https://github.com/marketplace/actions/hugo-obsidian,28,simple github action parse markdown link yaml file hugo
WoW Packager,Build and publish World of Warcraft AddOns,https://github.com/marketplace/actions/wow-packager,28,build publish world warcraft addons
Tag/Release on Push Action,Creates a Tag/Release on Push. Generates Release Notes. Customizable with Pull Request Labels,https://github.com/marketplace/actions/tag-release-on-push-action,28,creates tagrelease push generates release note customizable pull request label
Get current package version,Get the current version of the npm package,https://github.com/marketplace/actions/get-current-package-version,28,get current version npm package
Get Secret Manager secrets,Get secrets from Google Secret Manager and make their results available as output variables,https://github.com/marketplace/actions/get-secret-manager-secrets,28,get secret google secret manager make result available output variable
GitHub Test Reporter,"Build, publish and view test reports on job summaries and pull requests",https://github.com/marketplace/actions/github-test-reporter,28,build publish view test report job summary pull request
Build executables or extension modules from Python projects,Build a modules or standalone executable from python code using Nuitka on Mac/Linux/Windows. Very wide range of compatibility,https://github.com/marketplace/actions/build-executables-or-extension-modules-from-python-projects,28,build module standalone executable python code using nuitka maclinuxwindows wide range compatibility
The PHP Security Checker,Checks composer.json for known vulnerabilities in your package dependencies,https://github.com/marketplace/actions/the-php-security-checker,28,check composerjson known vulnerability package dependency
Setup AWS SAM CLI,Setup AWS SAM CLI and add it to the PATH,https://github.com/marketplace/actions/setup-aws-sam-cli,28,setup aws sam cli add path
Setup TFLint,Sets up tflint CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/setup-tflint,28,set tflint cli github action workflow
Buildah Build,"Build a container image, with or without a Containerfile",https://github.com/marketplace/actions/buildah-build,28,build container image without containerfile
AWS Secrets Manager GitHub Action,GitHub action for retrieving secrets from AWS Secrets Manager,https://github.com/marketplace/actions/aws-secrets-manager-github-action,28,github action retrieving secret aws secret manager
Todoist Readme,🚧 Updates README with your Todoist stats,https://github.com/marketplace/actions/todoist-readme,28,update readme todoist stats
🔂 Surge PR Preview,Preview website in surge.sh for every pull request,https://github.com/marketplace/actions/surge-pr-preview,28,preview website surgesh every pull request
Gradle Cache,"Caches .gradle folder (dependencies, local build cache, ...)",https://github.com/marketplace/actions/gradle-cache,28,cache gradle folder dependency local build cache
Setup Zig (legacy),Please use mlugg/setup-zig instead,https://github.com/marketplace/actions/setup-zig-legacy,28,please use mluggsetupzig instead
nbmake,Test notebooks,https://github.com/marketplace/actions/nbmake,28,test notebook
Deploy to Vercel Action,Deploy your project to Vercel using GitHub Actions. Supports PR previews and GitHub deployments,https://github.com/marketplace/actions/deploy-to-vercel-action,28,deploy project vercel using github action support pr preview github deployment
HawkEye Action,"Check, format, or remove license headers",https://github.com/marketplace/actions/hawkeye-action,28,check format remove license header
HawkEye Action,"Check, format, or remove license headers",https://github.com/marketplace/actions/hawkeye-action,29,check format remove license header
stale-repos,A GitHub Action to identify stale repos within an organization,https://github.com/marketplace/actions/stale-repos,29,github action identify stale repos within organization
SonarQube Scan,"Scan your code with SonarQube Scanner to detect bugs, vulnerabilities and code smells in more than 25 programming languages",https://github.com/marketplace/actions/sonarqube-scan,29,scan code sonarqube scanner detect bug vulnerability code smell programming language
misspell-fixer-action,Runs misspell-fixer as a Github Action,https://github.com/marketplace/actions/misspell-fixer-action,29,run misspellfixer github action
Twilio SMS,Send an SMS from GitHub Actions using Twilio Programmable SMS,https://github.com/marketplace/actions/twilio-sms,29,send sm github action using twilio programmable sm
Jest Annotations & Coverage,Jest action adding checks and annotations to your pull requests and comment them with code coverage results,https://github.com/marketplace/actions/jest-annotations-coverage,29,jest action adding check annotation pull request comment code coverage result
Create Issue From File,An action to create an issue using content from a file,https://github.com/marketplace/actions/create-issue-from-file,29,action create issue using content file
Continuous Benchmarking for Go,"Run Go benchmarks, publish results to an interactive web app, and check for performance regressions in your pull requests",https://github.com/marketplace/actions/continuous-benchmarking-for-go,29,run go benchmark publish result interactive web app check performance regression pull request
Workflow Webhook Action,A Github workflow action to call a webhook with payload data from the event. Support for JSON or URL encoded endpoints,https://github.com/marketplace/actions/workflow-webhook-action,29,github workflow action call webhook payload data event support json url encoded endpoint
Merge Schedule,merge pull requests on a scheduled day,https://github.com/marketplace/actions/merge-schedule,29,merge pull request scheduled day
Helm tool installer,Install a specific version of helm binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/helm-tool-installer,29,install specific version helm binary acceptable value latest semantic version string like
YAML Update Action,Update the property of an existing YAML File,https://github.com/marketplace/actions/yaml-update-action,29,update property existing yaml file
Cross Platform Action,Provides cross platform runner,https://github.com/marketplace/actions/cross-platform-action,29,provides cross platform runner
Rust Marker Linter,GitHub Action to install and run the Marker linter for Rust 🦀,https://github.com/marketplace/actions/rust-marker-linter,29,github action install run marker linter rust
Generate changelog,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub",https://github.com/marketplace/actions/generate-changelog,29,automatically generate change log tag issue label pull request github
AWS ECR,Create Docker images and push into a ECR repository,https://github.com/marketplace/actions/aws-ecr,29,create docker image push ecr repository
ROS 2 CI Action,Run ROS 2 package test in CI using Github Actions,https://github.com/marketplace/actions/ros-2-ci-action,29,run ro package test ci using github action
Addepar RedFlag,RedFlag leverages AI to determine high-risk code changes. Run it in your CI pipelines to flag PRs and add reviewers,https://github.com/marketplace/actions/addepar-redflag,29,redflag leverage ai determine highrisk code change run ci pipeline flag pr add reviewer
Mirror a repository using SSH,"Action for mirroring a repository in another location (Bitbucket, GitHub, GitLab, …) using SSH",https://github.com/marketplace/actions/mirror-a-repository-using-ssh,29,action mirroring repository another location bitbucket github gitlab using ssh
GitHub Labeler,GitHub Action to manage labels on GitHub,https://github.com/marketplace/actions/github-labeler,29,github action manage label github
Setup HashiCorp Packer,A GitHub Action to install a specific version of HashiCorp Packer and add it to PATH,https://github.com/marketplace/actions/setup-hashicorp-packer,30,github action install specific version hashicorp packer add path
Vuepress deploy,A GitHub Action to build and publish Vuepress sites to GitHub Pages,https://github.com/marketplace/actions/vuepress-deploy,30,github action build publish vuepress site github page
repo2docker Action,Creates a docker image of your repository to view the collection of notebooks,https://github.com/marketplace/actions/repo2docker-action,30,creates docker image repository view collection notebook
Webhook Action,Send a webhook event to anywhere,https://github.com/marketplace/actions/webhook-action,30,send webhook event anywhere
Markdown to PDF and HTML,Creates PDF and HTML files from Markdown using the GitHub (or custom) theme,https://github.com/marketplace/actions/markdown-to-pdf-and-html,30,creates pdf html file markdown using github custom theme
Publish python poetry package,An action to build and publish python package to https://pypi.org/ using poetry https://github.com/sdispater/poetry,https://github.com/marketplace/actions/publish-python-poetry-package,30,action build publish python package httpspypiorg using poetry httpsgithubcomsdispaterpoetry
My GitHub Status,Generate my github status using GitHub Actions,https://github.com/marketplace/actions/my-github-status,30,generate github status using github action
docker-ros,docker-ros automatically builds development and deployment Docker images for your ROS-based repositories,https://github.com/marketplace/actions/docker-ros,30,dockerros automatically build development deployment docker image rosbased repository
Autosquash,Automatically update PRs with outdated checks and squash and merge the ones matching all branch protections,https://github.com/marketplace/actions/autosquash,30,automatically update pr outdated check squash merge one matching branch protection
autofix.ci,Automatically fix formatting/lint issues in pull requests,https://github.com/marketplace/actions/autofix-ci,30,automatically fix formattinglint issue pull request
cargo-deny,Help manage Cargo crate dependencies and validate licenses,https://github.com/marketplace/actions/cargo-deny,30,help manage cargo crate dependency validate license
Setup protoc,Download protoc compiler and add it to the PATH,https://github.com/marketplace/actions/setup-protoc,30,download protoc compiler add path
Wait for Vercel Preview,Wait for Vercel Deploy Preview to complete. Requires to be run on pull_request or push,https://github.com/marketplace/actions/wait-for-vercel-preview,30,wait vercel deploy preview complete requires run pullrequest push
laminas/automatic-releases,Automates automatic releases for semver-compliant repositories,https://github.com/marketplace/actions/laminas-automatic-releases,30,automates automatic release semvercompliant repository
gabrielbb/xvfb-action,Run your headless tests with XVFB,https://github.com/marketplace/actions/gabrielbb-xvfb-action,30,run headless test xvfb
Azure Static Web Apps Deploy,Deploys an application to Azure Static Web Apps,https://github.com/marketplace/actions/azure-static-web-apps-deploy,30,deploys application azure static web apps
Publish to Chromatic,Publish your Storybook to Chromatic and run visual regression tests,https://github.com/marketplace/actions/publish-to-chromatic,30,publish storybook chromatic run visual regression test
Workflow Conclusion Action,GitHub action to get workflow conclusion,https://github.com/marketplace/actions/workflow-conclusion-action,30,github action get workflow conclusion
Get a changelog between two references,Returns the commit difference count between two git references,https://github.com/marketplace/actions/get-a-changelog-between-two-references,30,return commit difference count two git reference
GitHub Spellcheck Action,"A Github Action that spell checks Python, Markdown, and Text files using PySpelling",https://github.com/marketplace/actions/github-spellcheck-action,30,github action spell check python markdown text file using pyspelling
maturin-action,GitHub Action to install and run a custom maturin command,https://github.com/marketplace/actions/maturin-action,31,github action install run custom maturin command
Scala Steward GitHub Action,🤖 A bot that helps you keeping your Scala projects up-to-date,https://github.com/marketplace/actions/scala-steward-github-action,31,bot help keeping scala project uptodate
Find and Replace,Find and replace a string in your project files,https://github.com/marketplace/actions/find-and-replace,31,find replace string project file
Set up Emacs,Install a specific Emacs version for use in your workflow,https://github.com/marketplace/actions/set-up-emacs,31,install specific emacs version use workflow
TryHackMe Badge Workflow,Gets your tryhackme badge and updates it on your README,https://github.com/marketplace/actions/tryhackme-badge-workflow,31,get tryhackme badge update readme
Repo Lockdown,Immediately close and lock issues and pull requests,https://github.com/marketplace/actions/repo-lockdown,31,immediately close lock issue pull request
github-action-publish-binaries,Publish binaries when new releases are made,https://github.com/marketplace/actions/github-action-publish-binaries,31,publish binary new release made
Dagger for GitHub,Run dagger commands in Github Actions,https://github.com/marketplace/actions/dagger-for-github,31,run dagger command github action
Commitsar Action,Check commit message compliance with conventional commits,https://github.com/marketplace/actions/commitsar-action,31,check commit message compliance conventional commits
Terraform PR Commenter,Adds opinionated comments to a PR from Terraform fmt/init/plan output,https://github.com/marketplace/actions/terraform-pr-commenter,31,add opinionated comment pr terraform fmtinitplan output
Build iOS Action,"Build iOS project (.xcodeproj, .xcworkspace), export .ipa, optional upload to BrowserStack App Live",https://github.com/marketplace/actions/build-ios-action,31,build io project xcodeproj xcworkspace export ipa optional upload browserstack app live
pkgx/setup,Installs pkgx to your GitHub Actions runner.,https://github.com/marketplace/actions/pkgx-setup,31,installs pkgx github action runner
Kubectl tool installer,Install a specific version of kubectl binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/kubectl-tool-installer,31,install specific version kubectl binary acceptable value latest semantic version string like
Build Godot,Build a Godot project for multiple platforms,https://github.com/marketplace/actions/build-godot,31,build godot project multiple platform
Auto Website to GIF or WebP,Upgrade your README with a fresh file of a web page,https://github.com/marketplace/actions/auto-website-to-gif-or-webp,31,upgrade readme fresh file web page
cargo-install,GitHub action for cache-efficient Rust crates installation,https://github.com/marketplace/actions/cargo-install,31,github action cacheefficient rust crate installation
Cloudflare Purge Cache,Purge a zone s cache via the Cloudflare API,https://github.com/marketplace/actions/cloudflare-purge-cache,31,purge zone cache via cloudflare api
Setup MySQL,Setup a MySQL database,https://github.com/marketplace/actions/setup-mysql,31,setup mysql database
clang-format lint,Github Action that check if code is formatted correctly using clang-format,https://github.com/marketplace/actions/clang-format-lint,31,github action check code formatted correctly using clangformat
Azure CLI Action,Automate your GitHub workflows using Azure CLI scripts,https://github.com/marketplace/actions/azure-cli-action,31,automate github workflow using azure cli script
cosign-installer,Installs cosign and includes it in your path,https://github.com/marketplace/actions/cosign-installer,32,installs cosign includes path
Pull Request title rules,Github action to enforce Pull Request title conventions,https://github.com/marketplace/actions/pull-request-title-rules,32,github action enforce pull request title convention
Run PIMOD,"Reconfigure Raspberry Pi images with an easy, Docker-like configuration file",https://github.com/marketplace/actions/run-pimod,32,reconfigure raspberry pi image easy dockerlike configuration file
Changelog CI,"Changelog CI is a GitHub Action that generates changelog, then it is committed and/or commented to the release pull request",https://github.com/marketplace/actions/changelog-ci,32,changelog ci github action generates changelog committed andor commented release pull request
Kuberentes (k8s) cli - kubectl,GitHub Action for interacting with kubectl (k8s),https://github.com/marketplace/actions/kuberentes-k8s-cli-kubectl,32,github action interacting kubectl k
Setup Vim,Setup Vim or Neovim text editors on GitHub Actions,https://github.com/marketplace/actions/setup-vim,32,setup vim neovim text editor github action
Recent GitHub Activity - Profile Readme,Add your recent activity to your profile readme,https://github.com/marketplace/actions/recent-github-activity-profile-readme,32,add recent activity profile readme
Changelog Updater,Automatically update a CHANGELOG with the latest release notes,https://github.com/marketplace/actions/changelog-updater,32,automatically update changelog latest release note
UsePSDevOps,PowerShell Tools for DevOps (including a PowerShell wrapper for the GitHub REST API),https://github.com/marketplace/actions/usepsdevops,32,powershell tool devops including powershell wrapper github rest api
Golang Action,Run Golang commands,https://github.com/marketplace/actions/golang-action,32,run golang command
Android App size difference,Compares the size of 2 APKs,https://github.com/marketplace/actions/android-app-size-difference,32,compare size apks
Please Star First,Automatically closes issues opened by non-stargazers,https://github.com/marketplace/actions/please-star-first,32,automatically close issue opened nonstargazers
Yarn Lock Changes,Creates a comment inside Pull Request with the human-readable summary of the changes to the yarn.lock file,https://github.com/marketplace/actions/yarn-lock-changes,32,creates comment inside pull request humanreadable summary change yarnlock file
Upload Episode from YouTube To Anchor.Fm,An automation tool to publish your podcast from youtube to anchor.fm,https://github.com/marketplace/actions/upload-episode-from-youtube-to-anchor-fm,32,automation tool publish podcast youtube anchorfm
git-cliff - Changelog Generator,Generate changelog based on your Git history,https://github.com/marketplace/actions/git-cliff-changelog-generator,32,generate changelog based git history
Git Version,Semver versioning based on the git history and commit messages of your repository,https://github.com/marketplace/actions/git-version,32,semver versioning based git history commit message repository
go-test-coverage,go-test-coverage is a tool designed to report issues when test coverage falls below a specified threshold,https://github.com/marketplace/actions/go-test-coverage,32,gotestcoverage tool designed report issue test coverage fall specified threshold
Organization workflow action,Action to register organization workflow,https://github.com/marketplace/actions/organization-workflow-action,32,action register organization workflow
Slatify,Slack Notification Action,https://github.com/marketplace/actions/slatify,32,slack notification action
slither-action,"Runs Slither, the Solidity static analyzer",https://github.com/marketplace/actions/slither-action,32,run slither solidity static analyzer
slither-action,"Runs Slither, the Solidity static analyzer",https://github.com/marketplace/actions/slither-action,33,run slither solidity static analyzer
ghascompliance,ghascompliance,https://github.com/marketplace/actions/ghascompliance,33,ghascompliance
Deploy Shopify theme,Deploy Shopify theme with Theme Kit,https://github.com/marketplace/actions/deploy-shopify-theme,33,deploy shopify theme theme kit
Docker Deployment,A GitHub Action that supports docker-compose and Docker Swarm deployments,https://github.com/marketplace/actions/docker-deployment,33,github action support dockercompose docker swarm deployment
Markup Link Checker (mlc),Check links in markup files,https://github.com/marketplace/actions/markup-link-checker-mlc,33,check link markup file
Changelog from Conventional Commits,Generate and update the CHANGELOG from conventional commits since latest tag or from a given tag range,https://github.com/marketplace/actions/changelog-from-conventional-commits,33,generate update changelog conventional commits since latest tag given tag range
DeadFinder Action,Find dead-links (broken links),https://github.com/marketplace/actions/deadfinder-action,33,find deadlinks broken link
Deliverybot Helm Action,Deploys a helm chart,https://github.com/marketplace/actions/deliverybot-helm-action,33,deploys helm chart
Java Maven release,Release your Java application and publish artifacts,https://github.com/marketplace/actions/java-maven-release,33,release java application publish artifact
Getnighthawk Layer5,Publish getnighthawk assets,https://github.com/marketplace/actions/getnighthawk-layer5,33,publish getnighthawk asset
Auto Request Review,Automatically requests review of a pull request based on files changes and/or groups the author belongs to 🤖,https://github.com/marketplace/actions/auto-request-review,33,automatically request review pull request based file change andor group author belongs
Newman Action,Run Postman collections via Newman,https://github.com/marketplace/actions/newman-action,33,run postman collection via newman
Actions Tagger,Keep your action versions up-to-date by automatically promoting a major version each time a minor release is created,https://github.com/marketplace/actions/actions-tagger,33,keep action version uptodate automatically promoting major version time minor release created
Ccache for gh actions,A GitHub Action that speeds up compiling for C/C++ projects using ccache,https://github.com/marketplace/actions/ccache-for-gh-actions,33,github action speed compiling cc project using ccache
Supabase CLI Action,"Setup Supabase CLI, supabase, on GitHub Actions runners",https://github.com/marketplace/actions/supabase-cli-action,33,setup supabase cli supabase github action runner
Capistrano deploy,Deploy an application using capistrano to the given target,https://github.com/marketplace/actions/capistrano-deploy,33,deploy application using capistrano given target
Gemini AI Code Reviewer,This GitHub Action automatically reviews PRs using Google s Gemini AI model,https://github.com/marketplace/actions/gemini-ai-code-reviewer,33,github action automatically review pr using google gemini ai model
Setup Typst,A cross-OS action for installing Typst,https://github.com/marketplace/actions/setup-typst,33,crossos action installing typst
Nested GitHub Runners Action,Creates Nested GitHub Runners in a Workflow,https://github.com/marketplace/actions/nested-github-runners-action,33,creates nested github runner workflow
spotify-box,GitHub Action for Update a gist to contain your weekly top tracks on Spotify,https://github.com/marketplace/actions/spotify-box,33,github action update gist contain weekly top track spotify
spotify-box,GitHub Action for Update a gist to contain your weekly top tracks on Spotify,https://github.com/marketplace/actions/spotify-box,34,github action update gist contain weekly top track spotify
Setup PostgreSQL,Setup a PostgreSQL database,https://github.com/marketplace/actions/setup-postgresql,34,setup postgresql database
Sccache Action,Setup sccache action,https://github.com/marketplace/actions/sccache-action,34,setup sccache action
alls-green,GitHub Action for checking that the test matrix jobs are all successful before proceeding. To be used in branch protection,https://github.com/marketplace/actions/alls-green,34,github action checking test matrix job successful proceeding used branch protection
GitHub GraphQL API Query,Send queries to GitHub s GraphQL API,https://github.com/marketplace/actions/github-graphql-api-query,34,send query github graphql api
GitHub Dependents Info,Generates a markdown file with all repositories that have dependencies with the current GitHub repository package (s),https://github.com/marketplace/actions/github-dependents-info,34,generates markdown file repository dependency current github repository package
Pensar scan,Scan for and automatically fix security vulnerabilities in your codebase,https://github.com/marketplace/actions/pensar-scan,34,scan automatically fix security vulnerability codebase
AoC-badges,Updates the badges of your Readme to show your current Advent of Code stats,https://github.com/marketplace/actions/aoc-badges,34,update badge readme show current advent code stats
TurboRepo with github artifacts,Setup up a local cache proxy server for TurboRepo,https://github.com/marketplace/actions/turborepo-with-github-artifacts,34,setup local cache proxy server turborepo
buildcache-action,GitHub Action that installs and configures buildcache to accelerate compilation,https://github.com/marketplace/actions/buildcache-action,34,github action installs configures buildcache accelerate compilation
Cleanowners action,A GitHub Action to suggest removal of non-organization members from CODEOWNERS files,https://github.com/marketplace/actions/cleanowners-action,34,github action suggest removal nonorganization member codeowners file
docker-image-size-limit,Runs docker-image-size-limit as a Github Action,https://github.com/marketplace/actions/docker-image-size-limit,34,run dockerimagesizelimit github action
Deploy WordPress,Deploy WordPress code to a server,https://github.com/marketplace/actions/deploy-wordpress,34,deploy wordpress code server
WordPress Plugin Readme/Assets Update,Deploy readme and asset updates to the WordPress Plugin Repository,https://github.com/marketplace/actions/wordpress-plugin-readme-assets-update,34,deploy readme asset update wordpress plugin repository
Kaniko builder,Build and push docker images using Kaniko,https://github.com/marketplace/actions/kaniko-builder,34,build push docker image using kaniko
Assignee to reviewer,Automatically create review requests based on assignees,https://github.com/marketplace/actions/github-action-for-assignee-to-reviewer,34,automatically create review request based assignee
Actions Ecosystem Add Labels,Add labels to an issue or a pull request,https://github.com/marketplace/actions/actions-ecosystem-add-labels,34,add label issue pull request
Wait For Check,Wait for another GitHub check to complete,https://github.com/marketplace/actions/wait-for-check,34,wait another github check complete
PortfolioFy,Creates an webpage which can be deployed as Github page,https://github.com/marketplace/actions/portfoliofy,34,creates webpage deployed github page
Push new files back to master.,A GitHub Action to push any new files back to master,https://github.com/marketplace/actions/push-new-files-back-to-master,34,github action push new file back master
WIP,DO NOT MERGE – as an action,https://github.com/marketplace/actions/wip,35,merge action
combine-prs,Combine multiple PRs into a single PR,https://github.com/marketplace/actions/combine-prs,35,combine multiple pr single pr
Get Current Pull Request,Get the PR associated with the current commit,https://github.com/marketplace/actions/get-current-pull-request,35,get pr associated current commit
File Existence,GitHub Action to check for file existence,https://github.com/marketplace/actions/file-existence,35,github action check file existence
Allure Report with history,Generate Allure Report with history,https://github.com/marketplace/actions/allure-report-with-history,35,generate allure report history
jekyll-deploy-gh-pages,Deploying your Jekyll repo back to the gh-pages branch of the same repository,https://github.com/marketplace/actions/jekyll-deploy-gh-pages,35,deploying jekyll repo back ghpages branch repository
rsync deployments,Quick and simple method of deploying code to a webserver via rsync over ssh,https://github.com/marketplace/actions/rsync-deployments,35,quick simple method deploying code webserver via rsync ssh
PR Lint GitHub Action,PR Lint for GitHub Actions,https://github.com/marketplace/actions/pr-lint-github-action,35,pr lint github action
Setup FFmpeg,"Download, cache and add to PATH ffmpeg and ffprobe binaries",https://github.com/marketplace/actions/setup-ffmpeg,35,download cache add path ffmpeg ffprobe binary
Pull Request Analytics,"Provides informative reports on team and developer metrics, based on data from pull requests and code reviews",https://github.com/marketplace/actions/pull-request-analytics,35,provides informative report team developer metric based data pull request code review
Release notes generator,This Github action strong automatically creates a release notes /strong when a milestone is closed,https://github.com/marketplace/actions/release-notes-generator,35,github action strong automatically creates release note strong milestone closed
Setup Zig Compiler,"Download and install the Zig compiler, and cache the global Zig cache",https://github.com/marketplace/actions/setup-zig-compiler,35,download install zig compiler cache global zig cache
DigitalOcean App Platform deployment,Deploy application to DigitalOcean s App Platform or Update DOCR image in the DigitalOcean s App Platform,https://github.com/marketplace/actions/digitalocean-app-platform-deployment,35,deploy application digitalocean app platform update docr image digitalocean app platform
Gruntwork Terragrunt,Setup and execute Terragrunt,https://github.com/marketplace/actions/gruntwork-terragrunt,35,setup execute terragrunt
setup-chromedriver,Setup chromedriver,https://github.com/marketplace/actions/setup-chromedriver,35,setup chromedriver
Public IP,Queries the runner s public IP address,https://github.com/marketplace/actions/public-ip,35,query runner public ip address
Run rubocop with reviewdog,🐶 Run rubocop with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-rubocop-with-reviewdog,35,run rubocop reviewdog pull request improve code review experience
Fetch API Data,"This action will handle authenticated API requests, allowing you to save the data from the request into your workspace",https://github.com/marketplace/actions/fetch-api-data,35,action handle authenticated api request allowing save data request workspace
Ballerina Action,An action to run ballerina CLI commands,https://github.com/marketplace/actions/ballerina-action,35,action run ballerina cli command
Fetch Github Release Asset,Downloads an asset from a Github release,https://github.com/marketplace/actions/fetch-github-release-asset,35,downloads asset github release
wakatime-sync,Back up your wakatime sync to your gist,https://github.com/marketplace/actions/wakatime-sync,36,back wakatime sync gist
CredSweeper action,CredSweeper checks files,https://github.com/marketplace/actions/credsweeper-action,36,credsweeper check file
Publish AUR package,Publish an AUR package,https://github.com/marketplace/actions/publish-aur-package,36,publish aur package
security-devops-action,Run security analyzers,https://github.com/marketplace/actions/security-devops-action,36,run security analyzer
arduino/setup-task,Download Task and add it to the PATH,https://github.com/marketplace/actions/arduino-setup-task,36,download task add path
Python Coverage,Publish coverage report to a PR enforce coverage on new modified files,https://github.com/marketplace/actions/python-coverage,36,publish coverage report pr enforce coverage new modified file
